id,brewery_id,name,cat_id,style_id,style_id_II,abv,descript
4098,858,Old Whiskers,4,50,South German-Style Hefeweizen,4.5,"This is our perennial summer seasonal beer, first brewed in Summer 1995 when we opened. 

Affectionately called ""Spunky and Chunky"", Old Whiskers Hefeweizen is a traditional Bavarian-style unfiltered wheat beer. Created with equal parts malted wheat and pale two-row malt, Old Whiskers is lightly hopped to style. A unique Bavarian strain of yeast imparts a clove- or banana-like aroma and flavor. (We swear we did not put cloves into the brew. It is the magical powers of The Yeast.) Old Whisker is delicious and refeshing--the perfect summer quencher, served with or without a slice of lemon."
4100,858,Fallen Angel,5,65,Belgian-Style Pale Strong Ale,8,"Fallen Angel Golden Strong Ale, brewed on 6-6-6, is named in the tradition of Belgian golden strong ales--after the devil himself. 

Midnight Sun's Fallen Angel Golden Strong Ale is a traditional Belgian-style golden ale--beautiful gold in color with tiny, conniving bubbles forming a very thick, meticulous head. Effervescent and crisp, this seriously delicious elixir tempts the palate with apple (oh so Garden of Eden), pear and a little earthy mustiness. Fallen Angel captivates your senses with its lightness and brightness while its 8% ABV strength breathes fire into your soul, warming you from the inside out. 

Angel-like in appearance, the devil is in its strength. 

With its introduction in 2006 and its immediate cult following, Fallen Angel is now brewed and released about once a year."
4101,858,Conspiracy,3,29,Dark American-Belgo-Style Ale,8.5,"Conspiracy Belgian-style Black Beer is the result of a collaboration between Midnight Sun brewers Gabe Fletcher and Ben Johnson and Pelican Pub (Pacific City, OR) brewer Ben Love. These brewers conspired during barley wine fest week to brew up a deviously delicious dark Belgian-style beer. 

Conspiracy is opaque black with a creamy beige head. Black malt shrouds it in mystery; the Belgian yeast imparts intriguing flavor; the alcohol adds danger. If you're up for this mission, watch your back.

Conspiracy will be released in Anchorage and Portland in April 2007."
4102,858,Obliteration III,3,32,Imperial or Double India Pale Ale,7.599999905,"With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the
world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.

Obliteration III is yet another dynamic Double IPA. Its aroma is pungent with fragrant notes of citrus, spice, pine and alcohol. A sturdy malt platform provides the perfect stage for showcasing these high alpha-acid hops, creating flavors and textures that entice then intrigue. Obliteration III finishes with poignant bitterness."
4103,145,Colonel Paris Pale Ale,3,26,American-Style Pale Ale,4.5,A classic American pale ale with a taste not unlike fresh citrus follwed by a crisp and spicy bitterness.
4104,227,Scotch Ale,1,15,Scotch Ale,7,"Originally brewed exclusively for beer shows, this award-winning ale has always been a Brau Brothers favorite! This is not your typical Scotch Ale. Combined with traditional malt
sweetness is a distinct smoke flavor derived from authentic peat-smoked malt. This beer will change your opinion about Scottish ales due to its drinkability. Hop flavor and bitterness are minor, yet balance out this malty beer.

Brau Scotch Ale is copper to amber in color with an off-white head of tightly laced bubbles. Wide-bowled glassware will allow the sweet and smoky aroma to escape. This ale can be served from 34- 50 degrees Fahrenheit. Lower temps will make it easier to drink while higher temps will enhance both malt and hop flavor. Portion control is important as this beer."
4105,25,Pig Pen Pilsener,7,77,German-Style Pilsener,4.699999809,Crisp Clean and refreshing Golden Lager brewed with German Malt and Hops for an authentic flavor. Pig Pen Pils is a great introduction into the world of Craft Brewed beer.
4106,25,Fegley's Amber Lager,3,33,American-Style Amber/Red Ale,5.199999809,Amber Colored lager with a nice caramel malt flavor backed by a nice dose of Imported Hersbrucker Hops for a nice easy drinking lager.
4107,25,Steelgaarden Wit,5,67,Belgian-Style White,5.199999809,"Unfiltered Belgian Style beer is brewed with special yeast that lends a unique refreshing flavor to the beer. Brewed with Chamomile, Curacao Orange peel and Coriander to create a smooth citrus finish. Usually enjoyed with a slice of lemon."
4108,25,Hop Explosion,3,31,American-Style India Pale Ale,7,"Hoppiest Brew Works beer ever? The smell of grapefruit, a sweet malt flavor, and oh by the way, lots of hop bitterness. Brewed in the tradition of West Coast ales, we have put loads of malt and hops in our kettle to come up with this sensational ale. Brewed with pale, and crystal malts, hopped with Tomahawks for Yakima Valley, WA. This beer styled has made many a microbrewery famous and this one is sure to please all those who love hops."
4109,25,Pawn Shop Porter,2,25,Porter,5.699999809,Dark brown with ruby highlights this brew has a deep chocolate flavor backed by a smooth caramel finish. Brewed with English malt and hops for an authentic flavor
4110,25,Apricot Ale,11,116,Light American Wheat Ale or Lager,5.400000095,Unfiltered wheat beer brewed with apricots creating a smooth and thirst quenching full flavored fruit beer.
4111,25,Pumpkin Ale,11,123,Pumpkin Beer,5.199999809,"Our Holiday beer is made with real pumpkins, cloves, ginger, all-spice, nutmeg and cinnamon. This light copper colored winter ale will tantalize your taste buds. Pumkin pie in a glass!"
4112,25,Rude Elf's Reserve,3,29,Dark American-Belgo-Style Ale,10.5,Our silver medal winning Belgian style Holiday beer brewed with dark Belgian candied sugar and special spices. This brew has a spicy aroma and flavor with a sweet malt taste. At 10.5% alcohol it is sure to warm you up during the Holiday season.
4113,106,CH-47 Pale Ale,3,26,American-Style Pale Ale,5,"This light copper, dry finishing American Pale Ale is an excellent addition to the Brew Works fleet of pale ales. A hefty sling load weight of Chinook hops gives this beer its distinctive bite. Chinook and Amarillo hops contribute to its almost citrus aroma. A hopheads delight!"
4114,106,Cassis Reserve Lambic '06,5,70,Belgian-Style Fruit Lambic,6.5,Aged for over a year! This traditional classic Belgisn style lambic is brewed using several varieties of Belgian lambic yeast and a generous amount of black currant concentrate to create a complex tart flavor. This brew is sure to become a Brew Works favorite!
4115,106,Arc Weld Alt,4,57,German-Style Brown Ale/Altbier,5.300000191,"Smooth and malty dark copper German ale common to Duseldorf. Brewed with imported Munich malts, tettnang hops and imported yeast giving this brew a unique flovor."
4117,319,Fast Eddies Pale Ale,3,26,American-Style Pale Ale,5,"Named in honor of Ed Kiessling, the worlds greatest contractor. This American pale ale is assertively hopped and dangerously drinkable. Hopheads rejoice!"
4118,319,Susquehanna Oatmeal Stout,1,21,Oatmeal Stout,6.199999809,"A big, burly Oatmeal Stout full of chocolate, caramelized malt and coffee flavors. This stout has a rich mouthfeel and a smooth, roasty finish."
4119,319,Edgar I.P.A.,3,31,American-Style India Pale Ale,8,"As the story goes, I was redesigning our I.P.A. to be bigger and better but as it came together it started to take on a life of its own. After much deliberation and several pints of our new creation we decided to name him after the master of macabre, Edgar Allen Poe, as a tribute to his aptly named short story ""HOP FROG."" As Edgar fermented and spewed his almost abusive hop aroma throughout the pub, his legend and our thirst grew until finally one day, he was released into the world. We hope Edgar amuses you as much as he has us but stay on his good side because much like the story, this Hop Frog bites back!"
4120,319,Inspiration Red,3,33,American-Style Amber/Red Ale,5.599999905,A big addition of caramel and Munich malts give this beer its rich mahogany color along with its juicy palate. Its medium body and wonderful balance of hops from the Pacific Northwest make this a luscious and aromatic brew.
4121,319,Smoked Porter,2,25,Porter,6,"A big, RICH dark ale with a complex combination of beechwood smoked malts, chocolate, coffee and caramel flavors rounding out the beers smooth creamy body."
4122,319,Hands Off Maibock,7,91,German-Style Heller Bock/Maibock,8,"A springtime favorite, this traditional German Maibock (my-bock) is golden in color with a rich maltiness and a long, spicy finish."
4123,87,Hammerin' Ale,3,33,American-Style Amber/Red Ale,4.5,"Hammerin' Ale is the Barbarian's first beer. Brewed to be a well-balanced, easy-going beer, Hammerin' Ale comes from a rather simple recipe which yields a deep amber color and a sublime balance of malt character and hop flavors. This beer goes very well with grilled meats and is meant to be enjoyed year-round. Hammerin' Ale is an excellent choice for 'Barbarians' who are new to craft beer."
4124,87,Headbangerz Brown Ale,3,38,American-Style Brown Ale,5,"Headbangerz Brown Ale is based on an English brown ale style. Its color is a demonic, dark reddish-brown. This beer is subtly sweet and punctuated with roasty, nutty flavors. The hops take a back seat and simply complement the malt character.  Headbangerz Brown Ale is perfect for any Autumn outdoor activities or for relaxing on Summer evenings. Headbangerz Brown Ale is named in honor of Barbarian Chief's, Mike Hiller, hardworking former co-workers -  heavy metal freaks and masters of metal fabrication."
4125,87,Weldspatter IPA,3,31,American-Style India Pale Ale,7,"Weldspatter IPA is not your typical India Pale Ale. First of all, it isn't as aggressively hopped as many other American versions. Second, it isn't quite as pale. Balance is a lovely thing in beers and Weldspatter IPA achieves balance without compromising hop presence. The hop flavor and aroma abound, but the bitterness is held in check to give our IPA a pleasant malt character as well."
